EcomReviewID,Review,ProductID,PlatformID,DateReview,ShopID,StarRating
ER00000011,máy rất nhẹ đẹp giao hàng chuẩn giờ.,P001,PL01,2024-01-24,S001,5
ER00000012,"Ngon,giao hàng ngay trong đêm từ 0-2am.",P001,PL01,2023-09-27,S001,5
ER00000013,😂. Hash buzz Zn zsjwsjjsnsnsnsnsnsnsndndndnndndndndndndndnddndndnndndnxndnxndndndnndndndndnd,P001,PL01,2023-12-27,S001,5
ER00000014,"Rất hài lòng về những gì mà tiki mang lại, tuy mua trên sàn với số tiền rất lớn nhưng rất an tâm về tiki, hàng về rất đẹp nhé.",P001,PL01,2023-12-27,S001,5
ER00000015,Tuy nghèo nhưng mà vẫn phải cố gắng để lấy được em nó ngày 29/9 ( HN ),P001,PL01,2023-09-27,S001,5
ER00000016,Goods goods,P001,PL01,2023-09-27,S001,5
ER00000017,"Ok giao hàng nhanh, cho đồng kiểm nên yên tâm",P001,PL01,2024-01-17,S001,5
ER00000018,Vẫn đang set up nhưng Tiki giao hàng siêu nhanh. Shipper dễ thương chịu khó cho mình ngồi quay video kiểm hàng,P001,PL01,2023-09-27,S001,5
ER00000019,"Giao hàng nhanh, mã giảm giá siêu đã",P001,PL01,2023-09-27,S001,5
ER00000020,Dịu keo. Giao hàng nhanh lắm luôn,P001,PL01,2023-10-27,S001,5
ER00000021,"Đẹp xuất sắc, mãi yêu tiki :D",P001,PL01,2023-09-27,S001,5
ER00000022,Hàng chuẩn đóng gói kỹ,P001,PL01,2023-10-27,S001,5
ER00000023,Tiki ko làm mình thất vọng,P001,PL01,2023-09-27,S001,5
ER00000024,"Khá nhanh, quá đẹp.",P001,PL01,2023-10-27,S001,5
ER00000025,"giao hàng nhanh , máy mới giá rẻ hơn ngoài tầm 1tr , nói chung hài lòng.",P001,PL01,2024-01-17,S001,5
ER00000026,"SP đẹp , giao hàng nhanh",P001,PL01,2023-09-27,S001,5
ER00000027,Siêu phẩm của năm 2023,P001,PL01,2023-09-27,S001,5
ER00000028,Sản phẩm ok.,P001,PL01,2023-10-27,S001,5
ER00000029,- Không bao giờ nghi ngờ về chất lượng sản phẩm cao cấp khi mua tại Tiki..,P001,PL01,2023-10-27,S001,5
ER00000030,tuyệt,P001,PL01,2023-09-27,S001,5
ER00000031,Hàng chính hãng muốn có máy sớm nên giá cao hơn so vs hôm nay.,P001,PL01,2023-10-27,S001,5
ER00000032,,P001,PL01,2023-09-27,S001,5
ER00000033,Chuẩn xịn ko phải nói nhiều kk,P001,PL01,2023-12-27,S001,5
ER00000034,"Đóng gói kỹ, sản phẩm tốt",P001,PL01,2023-12-27,S001,5
ER00000035,Ko có gì để chê,P001,PL01,2023-12-27,S001,5
ER00000036,,P001,PL01,2024-01-26,S001,5
ER00000037,,P001,PL01,2024-01-22,S001,5
ER00000038,,P001,PL01,2024-01-12,S001,5
ER00000039,,P001,PL01,2024-01-02,S001,5
ER00000040,,P001,PL01,2024-01-02,S001,5
ER00000041,,P001,PL01,2023-12-27,S001,5
ER00000042,,P001,PL01,2023-12-27,S001,5
ER00000043,,P001,PL01,2023-12-27,S001,5
ER00000044,,P001,PL01,2023-12-27,S001,5
ER00000045,,P001,PL01,2023-12-27,S001,5
ER00000046,,P001,PL01,2023-11-27,S001,5
ER00000047,Tốt,P001,PL01,2023-11-27,S001,5
ER00000048,,P001,PL01,2023-11-27,S001,5
ER00000049,,P001,PL01,2023-11-27,S001,5
ER00000050,,P001,PL01,2023-11-27,S001,5
ER00000051,,P001,PL01,2023-11-27,S001,5
ER00000052,,P001,PL01,2023-11-27,S001,5
ER00000053,,P001,PL01,2023-11-27,S001,5
ER00000054,,P001,PL01,2023-11-27,S001,5
ER00000055,,P001,PL01,2023-10-27,S001,5
ER00000056,,P001,PL01,2023-10-27,S001,5
ER00000057,,P001,PL01,2023-10-27,S001,5
ER00000058,,P001,PL01,2023-10-27,S001,5
ER00000059,,P001,PL01,2023-10-27,S001,5
ER00000060,,P001,PL01,2023-10-27,S001,5
ER00000061,,P001,PL01,2023-10-27,S001,5
ER00000062,,P001,PL01,2023-10-27,S001,5
ER00000063,,P001,PL01,2023-10-27,S001,5
ER00000064,,P001,PL01,2023-10-27,S001,5
ER00000065,,P001,PL01,2023-10-27,S001,5
ER00000066,,P001,PL01,2023-10-27,S001,5
ER00000067,,P001,PL01,2023-10-27,S001,5
ER00000068,,P001,PL01,2023-10-27,S001,5
ER00000069,,P001,PL01,2023-10-27,S001,5
ER00000070,,P001,PL01,2023-10-27,S001,5
ER00000071,,P001,PL01,2023-10-27,S001,5
ER00000072,,P001,PL01,2023-10-27,S001,5
ER00000073,,P001,PL01,2023-10-27,S001,5
ER00000074,,P001,PL01,2023-10-27,S001,5
ER00000075,,P001,PL01,2023-10-27,S001,5
ER00000076,,P001,PL01,2023-10-27,S001,5
ER00000077,,P001,PL01,2023-10-27,S001,5
ER00000078,,P001,PL01,2023-10-27,S001,5
ER00000079,,P001,PL01,2023-09-27,S001,5
ER00000080,,P001,PL01,2023-09-27,S001,5
ER00000081,,P001,PL01,2023-09-27,S001,5
ER00000082,,P001,PL01,2023-09-27,S001,5
ER00000083,,P001,PL01,2023-09-27,S001,5
ER00000084,,P001,PL01,2023-09-27,S001,5
ER00000085,,P001,PL01,2023-09-27,S001,5
ER00000086,,P001,PL01,2023-09-27,S001,5
ER00000087,,P001,PL01,2023-09-27,S001,5
ER00000088,,P001,PL01,2023-09-27,S001,5
ER00000089,,P001,PL01,2023-09-27,S001,5
ER00000090,,P001,PL01,2023-09-27,S001,5
ER00000091,,P001,PL01,2023-09-27,S001,5
ER00000092,,P001,PL01,2023-09-27,S001,5
ER00000093,,P001,PL01,2023-09-27,S001,5
ER00000094,,P001,PL01,2023-09-27,S001,5
ER00000095,,P001,PL01,2023-09-27,S001,5
ER00000096,,P001,PL01,2023-09-27,S001,5
ER00000097,"Thấy bảo nhận hàng phải có mã otp mới nhận đc mà chẳg thấy j như mớ rau, k biết hàg f.a.ke k hay thậm trí k nhận đc hàng nhân viên giao hàng vẫn tích hợp nhận bình thường",P001,PL01,2023-11-27,S001,1
ER00000098,Hàng ko cho đổi trả khi đổi ý,P001,PL01,2023-10-27,S001,1
ER00000099,Chưa thấy hoàn astra cho mình,P001,PL01,2023-10-27,S001,2
ER00000100,,P001,PL01,2023-11-27,S001,4
ER00000101,,P001,PL01,2023-10-27,S001,4
ER00000102,Good,P002,PL01,2023-03-18,S002,5
ER00000103,"Giao đúng time, sp như hình giá khá ổn
Sẽ tiếp tục ủng hộ shop nha",P002,PL01,2023-03-27,S003,5
ER00000104,,P002,PL01,2023-06-27,S003,5
ER00000105,"Xin chào mọi người , đầu tiên là hàng giao nhanh , mua ngày 1 thì ngày 3 nhận mặc dù ờ 2 đẩu đất nước . Hàng chính hãng . Kiểm tra bảo hành trên web thì thấy được kích hoạt trước 1 ngày nhận hàng . Điện thoại to , mỏng  , đẹp , mạnh . Màu sắc rực rỡ hơn Iphone 12 pro max ,  ảnh chụp trong nhà sáng hơn & ko bị ngã vàng như Iphone .Pin thấy manh , dùng được lâu .Loa to rõ .Trong hộp ko có củ sạc , phải tự mua thêm , shop có bán luôn nha mọi người , bộ sạc nhanh samsung 45w . Thu gọn",P002,PL01,2023-03-27,S003,5
ER00000106,"Mình đặt hôm sáng 11/11 là tối nhận rồi, rất nhanh luôn á! Lần đầu mua điện thoại online trên này hơi rén nhưng mà cskh và dịch vụ ổn nên rất hài lòng.
Mình xài sau 2 tuần thấy ổn, không có vấn đề gì! Liên hệ với lzd lấy hoá đơn mua hàng cũng rất nhanh.
 Chất lượng: Tốt, không bị trầy xước. Hàng mới nguyên seal 100%
 ",P001,PL01,2023-11-26,S007,5
ER00000107,"Đã nhận được sản phẩm đúng hẹn. Đóng gói cẩn thận, sản phẩm còn nguyên tem chính hãng kèm tem của Lazada. Rất ưng ý vs sản phẩm ",P001,PL01,2023-09-30,S007,5
ER00000108,"Đã nhận hàng 10h sáng, mình là người đánh giá đầu tiên thì có được quà không shop 😆 Lần đầu tiên mua điện thoại qua Lazada, ban đầu khá lo lắng nhưng nhận rồi thì yên tâm hẳn, mấy lớp niêm phong, mua đi các bạn ơi, mua trên đây giá tốt nữa. Thích mê 🥰🥰🥰 ",P001,PL01,2023-09-29,S007,5
ER00000109,"Dịch vụ khách hàng xuất sắc, Chip A17 mạnh mẽ cho việc đa nhiệm mượt mà,  ",P001,PL01,2024-01-09,S007,5
ER00000110,"giao hàng nhanh chóng, đóng gói caan thận chắc chắn, lhas là ok ",P001,PL01,2023-12-18,S007,5
ER00000111,"Hàng nhận đẹp đúng như mô tả, đóng gói cẩn thận. Giao Hàng nhanh ",P001,PL01,2023-12-18,S007,5
ER00000112,"Thiết kế sang trọng và hiện đại, Màu đẹp đổi dưới điều kiện ánh sáng khác nhau ",P001,PL01,2024-01-01,S007,5
ER00000113,Nhận hàng nhưng liên hệ với shop k ai trả lời. K có kèm giấy hoá đơn của shop nên k biết chế độ bảo hành ntn. ,P001,PL01,2023-12-25,S007,5
ER00000114,"Chất lượng:  xịn
 Chất liệu:  titan, nhẹ tay
 Tính năng:  full chức năng cần thiết
Máy cầm nhẹ tay hơn các dòng prm đời trước nhiều ",P001,PL01,2023-12-18,S007,5
ER00000115,"Giao hàng hơi lâu, đặt hàng 12/12/2023 mà 15/12/2023 mới giao ",P001,PL01,2023-12-15,S007,5
ER00000116,"Tính năng:  tốt nhiều tính năng và công dụng 
 Chất lượng:  sd máy hơi nóng nha
 Chất liệu:  titanium 
Mình mua sale 12/12 giá rẻ hơn bên ngoài 
Cam iPhone 15 promax ta nói chụp ảnh lên sáng siêu đẹp luôn 
Ai muốn có ảnh slay mua liền nhé 
Và 14/12 nhận được máy ( tuy hơi lâu nha vì bữa đó mình thấy đã bán đc hơn 1300 chiếc lận ) 
Xài lâu là máy sẽ nóng nha dù mình đã nâp cấp lên ios 17.2.1 rồi mà nóng máy 
Có tem của lazasa và mình check imei thì ra nha nhưng thật sự vẫn sợ vì lầm đầu mua hàng giá trị cao như vậy luôn á hơn 30tr mà 
Hnay 28/12 mình mua đc 2 tuần rồi cảm thấy ok pin sd đc 1 ngày nha 
Mua thêm cục sạc,  sạc nhanh lắm 
 ",P001,PL01,2024-01-01,S007,5
ER00000117,"Giao hàng nhanh chóng và đáng tin cậy, Có thêm nhiều voucher ưu đãi dành cho khách hàng hơn nữa. Phương thức đăng nhập tiện ích và thanh toán không để bị treo tài khoản. Có 1 vài yếu tố cần khắc phục trong phương thức thanh toán hàng. ",P001,PL01,2023-12-14,S007,5
ER00000118,"Chip A17 mạnh mẽ cho việc đa nhiệm mượt mà, Thời lượng pin lâu dài,  ",P001,PL01,2024-01-11,S007,5
ER00000119,Máy mới nguyên seal như mô tả. Mình mới dùng được vài tiếng thấy rất hài lòng. ,P001,PL01,2023-12-13,S007,5
ER00000120,"Hiệu năng mượt mà và nhanh chóng, Dung lượng lưu trữ ấn tượng,  ",P001,PL01,2023-12-13,S007,5
ER00000121,Đóng gói cẩn thận chu đáo. Sản phẩm đẹp đúng màu ưng ý. Sẽ quay lại shop mua ,P001,PL01,2023-12-25,S007,5
ER00000122,"Sử dụng chất liệu cao cấp, Dung lượng lưu trữ ấn tượng, Hệ điều hành iOS tiện lợi và dễ sử dụng, Dịch vụ khách hàng xuất sắc,  ",P001,PL01,2023-12-14,S007,5
ER00000123,"Thiết kế sang trọng và hiện đại, Giao hàng nhanh chóng và đáng tin cậy,  ",P001,PL01,2023-12-13,S007,5
ER00000124,"Hàng nhận đẹp đúng như mô tả, đóng gói cẩn thận. Giao hàng nhanh  ",P001,PL01,2023-12-13,S007,5
ER00000125,"Thời lượng pin lâu dài, Chip A17 mạnh mẽ cho việc đa nhiệm mượt mà, Hệ điều hành iOS tiện lợi và dễ sử dụng, Giao hàng nhanh chóng và đáng tin cậy,  ",P001,PL01,2023-12-25,S007,5
ER00000126,"Giao hàng nhanh, đóng gói chắc chắn. Nhân viên giao hàng cẩn thận! ",P001,PL01,2023-12-13,S007,5
ER00000127,"Chip A17 mạnh mẽ cho việc đa nhiệm mượt mà, Thời lượng pin lâu dài,  ",P001,PL01,2023-11-23,S007,5
ER00000128,Có thêm nhiều voucher ưu đãi dành cho khách hàng hơn nữa. Phương thức đăng nhập tiện ích và thanh toán không để bị treo tài khoản. Có 1 vài yếu tố cần khắc phục trong phương thức thanh toán hàng. ,P001,PL01,2023-12-14,S007,5
ER00000129,"Giao hàng nhanh chóng và đáng tin cậy, Màu sắc hiển thị sống động, Thời lượng pin lâu dài,  ",P001,PL01,2023-11-18,S007,5
ER00000130,"Lần đầu mua điện thoại onl hàng chính hãng, giao hàng nhanh. Mua được màu mình thích giá hời nửa!!! ",P001,PL01,2023-11-16,S007,5
ER00000131,"tuyet voi luon. hang chinh hang. dep. chuan
lan đầu mua số tiền lớn mà hài lòng thế này ",P001,PL01,2023-11-13,S007,5
ER00000132,Đã nhận được hàng chuẩn hàng chính hangc giao hang nhanh đóng gói cẩn thận ,P001,PL01,2023-11-14,S007,5
ER00000133,"Tính năng:  ok
 Chất lượng:  tốt 
 Chất liệu:  đẹp 
Hàng nhận đẹp đúng như mô tả, đóng gói cẩn thận. Giao hàng nhanh  ",P001,PL01,2023-11-13,S007,5
ER00000134,"Hàng nhận đẹp đúng như mô tả, đóng gói cẩn thận. Giao hàng nhanh  ",P001,PL01,2023-11-13,S007,5
ER00000135,"Giao hàng cực nhanh, shipper kĩ tính hàng lazada mall thì không có gì bàn cãi.  ",P001,PL01,2023-11-11,S007,5
ER00000136,"Hàng nhận đẹp đúng như mô tả, đóng gói cẩn thận. Giao hàng nhanh  ",P001,PL01,2023-12-18,S007,5
ER00000137,"Sản phẩm chính hãng, không hề có sự sai sót nào từ sản phẩm đến việc đóng gói, giao sản phẩm.
Giá săn sale rất tốt, rẻ hơn các trung tâm điện thoại lớn rất nhiều. ",P001,PL01,2023-12-18,S007,5
ER00000138,"Hàng nhận đẹp chuẩn như mô tả, giao hàng nhanh chuẩn thời gian  ",P001,PL01,2023-11-19,S007,5
ER00000139,"Sử dụng chất liệu cao cấp, Hàng chuẩn chính hãng lsau lại ủng hộ shop ",P001,PL01,2023-11-19,S007,5
ER00000140,"Tính năng: điện thoại
 Chất lượng: tốt
 Chất liệu: titan
Hàng chính hãng giao hàng nhanh đóng gói kỹ, mua hàng giá trị cao nhưng rất yên tâm, đặt buổi sáng chiều tối có hàng luôn tuyệt vời , hàng mới nguyên seal nguyên kiện ko chê vào đâu đc , sẽ ủng hộ tiếp tục  ",P001,PL01,2023-10-28,S007,5
ER00000141,"Chất lượng: oki
 Chất liệu: oki
 Tính năng: oki
 ",P001,PL01,2023-10-27,S007,5
ER00000142,"Lần đầu đặt hàng qua lazada mall, giao hàng nhanh, đặt tối là chiều mai có liền, rất ưng ý ",P001,PL01,2023-10-27,S007,5
ER00000143,Giao hàng nhanh. Gói hàng cẩn thận. Còn về IP thì không cần phải nhận xét rồi. Hình ảnh bên dưới chỉ mang tính chất nhận xu. Đc quay và chụp bằng chính IP mới mua.  ,P001,PL01,2023-10-05,S007,5
ER00000144,"Tính năng: camera đẹp chụp tối ok
 Chất lượng: cầm nhẹ hơn 14. Cạnh sau vát cho cảm giác cầm nắm thoải mái hơn
 Chất liệu: titanium nhám đỡ bám vân tay, nhìn sang trọng
 ",P001,PL01,2023-10-02,S007,5
ER00000145,"
Chất lượng sản phẩm tuyệt vời! Đóng gói cẩn thận! Vận chuyển hàng nhanh! Sẽ ủng hộ shop lâu dài.😎
 ",P001,PL01,2023-10-12,S007,5
ER00000146,Hàng chuẩn ngon lành cành đào ,P001,PL01,2023-10-01,S007,5
ER00000147,"
Cám ơn Shop và Team CS Lazada đã cho Mình sự trải nghiệm tuyệt vời trong đợt ngày mở bán! Săn được màu yêu thích và dung lượng sử dụng phù hợp, giao nhanh, được mã giảm giá tốt!

[iPhone 15 Pro Max]

• Box có thêm bảo mật, dùng UV sẽ thấy.

• Màu natural titanium. Rất đẹp.

• Viền màn hình mỏng hơn nhiều.

• Cầm ko thấy nhẹ hơn.

• Cáp USB dây dù nhìn xịn hơn hẳn.

• Cổng USB-C bự hơn lightning xíu xíu. C bự hơn L, nhưng C sẽ sạc đc cho L, kiểu nào C cũng bị L hút sạch pin thôi :)))

• Camera nhìn to hơn xíu xiu, đc cái cụm cam nhìn cũng vậy ko to hơn.

• Tất cả các nút đều bấm đc chứ ko phải bám ứng hay force touch gì đâu.

• Camera zoom 5x, chụp bình thường xong có thể chuyển thành chân dung, cùng 1 tấm hình, ko cần chụp lại.
💕 ",P001,PL01,2023-10-01,S007,5
ER00000148,"- Giao hàng: Mình đặt trước từ 22/09. Ngày 28/09 shop bắt đầu giao cho vận chuyển. Do ở HN nên giao từ HCM đến ngày 02/10 mình mới nhận được. Tuy hơi muộn nhưng mua được giá quá ư là oke nên khum sao hết hi
- Đóng gói: Phải nói khoản đóng gói của Lazada quá đỉnh. Hộp giao tới tay không chút móp méo nào. Nhân viên LEX giao hàng thân thiện rất okela
- Giá: Mua trên sàn áp được mã giảm thẻ như Sacombank, Techcombank,… và mã giảm shop + mã sàn nên ưng lắm
- Màu Blue có lẽ gây tranh cãi nhất nhưng do từ lúc lúc giới thiệu Iphone 15 mình đã thích màu Blue nên dù màu Natural hot quá trời hot mình vẫn chọn màu Blue. Đúng là không thất vọng màu Blue bên ngoài sang xịn cực kì mê lắm. Rất recommend các bác mua màu Blue có hàng sẵn mà đẹp cực kì. Màu sẽ đổi ánh theo ánh sáng khác nhau. Không hề giống 12 pro max một chút nào nên mọi người yên tâm. 
- Chất liệu Titanium nên cầm Pro Max thấy nhẹ hơn hẳn so với 13 và 14. Năm nay chuyển đổi cổng type c nên mình dùng chung sạc Macbook đi đâu cũng đỡ bất tiện. 
- Mình đính kèm thêm một số ảnh thật các bác tham khảo nha. Bức ảnh selfi đầu tiên khai máy lun hí hí ",P001,PL01,2023-10-04,S007,5
ER00000149,Năm nay màu tím sao lắm người chê vậy. Mà hàng lại nhiều nữa. Này 30/9 nhận hàng bán lại cho ae thợ được 33tr còn màu trắng và tự nhiên thì vẫn đc gần 37tr. Chán cho cái màu blue này thật :(( ,P001,PL01,2023-09-30,S007,5
ER00000150,"Màu blue đậm, nhìn sang quí phái, không biết tại sao mọi người lại không thích, tôi cũng không hiểu. Nhìn rất đẹp, nên mua màu này nha cả nhà. ",P001,PL01,2023-09-30,S007,5
ER00000151,"Giao hàng rất nhanh, giá cả tốt, đã mua nhiều lần, sẽ mua nữa lần sau hàng rat chat luong ",P001,PL01,2023-09-30,S007,5
ER00000152,Màu xanh đẹp xỉu máy nhẹ hơn năm trước  ,P001,PL01,2023-09-30,S007,5
ER00000153,máy xịn xài mượt ,P001,PL01,2023-09-29,S007,5
ER00000154,"Chất liệu:  nhẹ đáng kể, mình đang xài 13pm lẫn 14pm lên 15pm cảm nhận rõ rệt đỡ bị cấn tay
 Chất lượng:  xứng đáng công chờ đợi lazada ship hàng đúng ngày, màu Blue thực tế cầm ở ngoài đúng sang vậy mà ai cũng chê không hiểu được
 Tính năng:  hài lòng ",P001,PL01,2023-09-30,S007,5
ER00000155,"Hàng giao nhanh, giá tốt, hàng chất lượng, shipper cực kỳ nhiệt tình, đóng gói okie . Sẽ mua nhiều lần nữa ",P001,PL01,2024-01-09,S007,5
ER00000156,Tuyệt vời. Giao hàng rất là nhanh. Sản phẩm thì đúng là ai phôn.  ,P001,PL01,2024-01-01,S007,5
ER00000157,"Hàng chất lượng, đóng gói cần cẩn thận hơn chút nữa ",P001,PL01,2023-12-18,S007,5
ER00000158,"Chất lượng:  chính hảng
 Chất liệu:  chính xác
 Tính năng:   chuẩn 👌👌👌👍👍👍👍 ",P001,PL01,2023-12-15,S007,5
ER00000159,Cũng được! Cũng được! Cũng được! Cũng được! Cũng được! Cũng được!  ,P001,PL01,2023-12-18,S007,5
ER00000160,"Shop đóng gói rất tốt,sp ưng ý,giao nhanh,Mình sẽ còn mua nhiều sp sau này của Shop…Chỉ lưu ý thêm là Shop lên cho đồng kiểm hàng thì sẽ thoải mái hơn,nếu lỗi thẩm mĩ hoặc lỗi phần cứng thì sẽ được đổi trả nhanh chóng hơn ",P001,PL01,2023-12-13,S007,5
ER00000161,"nhận hàng nhanh,  ",P001,PL01,2023-11-13,S007,5
ER00000162,"Giao hàng nhanh. Đóng gói tốt.
Nếu săn được mã gg của ngân hàng thì giá ổn áp hơn. Mua với giá bt. ",P001,PL01,2023-11-13,S007,5
ER00000163,"Sản phẩm chính hãng, dùng được tháng chưa thấy bị gì, anh chị yên tâm mua nha. ",P001,PL01,2023-11-20,S007,5
ER00000164,"Hàng chuẩn apple nha cả nhà , shop mall nên cũng yên tâm , săn được với giá khá hời , nếu mọi người không ngại mua hàng online có thể lựa chọn em nó ",P001,PL01,2024-01-08,S007,5
ER00000165,"giao hàng nhanh, chất lượng ok. giá ổk. sẽ ủng hộ tiếp. thanks  ",P001,PL01,2023-12-03,S007,5
ER00000166,"Hệ điều hành iOS tiện lợi và dễ sử dụng, Chất lượng camera ấn tượng, Dịch vụ khách hàng xuất sắc,  ",P001,PL01,2024-01-09,S007,5
ER00000167,"Màu sắc hiển thị sống động, Thiết kế sang trọng và hiện đại, Hiệu năng mượt mà và nhanh chóng, Hệ điều hành iOS tiện lợi và dễ sử dụng,  ",P001,PL01,2024-01-12,S007,5
ER00000168,"Dung lượng lưu trữ ấn tượng, Hiệu năng mượt mà và nhanh chóng,  ",P001,PL01,2024-01-08,S007,5
ER00000169,"Thời lượng pin lâu dài, Chất lượng camera ấn tượng, Màu sắc hiển thị sống động,  ",P001,PL01,2024-01-09,S007,5
ER00000170,"Thiết kế sang trọng và hiện đại, Thời lượng pin lâu dài, Chip A17 mạnh mẽ cho việc đa nhiệm mượt mà,  ",P001,PL01,2024-01-09,S007,5
ER00000171,"Tính năng:
ko bằng 14 promax
giá mua sale chỉ 30tr ",P001,PL01,2024-01-15,S007,5
ER00000172,Em để đệ ẹ về che điện fefvie Iê vjr vjr đi vjr vjr vjr đi vjr cơ đốnc  ,P001,PL01,2024-01-08,S007,5
ER00000173,Hàng giao nhanh gia tốt tôi rất hài lòng hàng giao nhanh giá tốt  ,P001,PL01,2024-01-09,S007,5
ER00000174,"Sản phẩm tốt đạt đúng theo yêu cầu của nhà sản xuất, giao hàng nhanh ",P001,PL01,2024-01-08,S007,5
ER00000175,"Quả săn sale 11.11 chất lượng thành công nhất từ trc đến giờ của mình, ship cực nhanh, tt đêm t7 mà cn mình nhận đc r, đóng gói cẩn thận, vận chuyển cũng cẩn thận đó ạ, ship có tâm. Sau khi dùng 1 tháng mình mới dám lên viết đgia ạ :”) trộm vía trộm vía ạ ",P001,PL01,2024-01-08,S007,5
